central_sample_id,sequence_name,secondary_identifier,sample_date,epi_week,country,adm1,is_surveillance,is_travel_history,travel_history,lineage,lineage_support,uk_lineage,del_lineage,phylotype
NORW-22951F,England/NORW-22951F/2021,,2021-01-13,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.364.3
NORW-22A332,England/NORW-22A332/2021,,2021-02-07,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.32
NORW-22897E,England/NORW-22897E/2021,,2021-01-03,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.9.3.1.24
NORW-22A97C,England/NORW-22A97C/2021,,2021-02-08,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.18.4.1.2
NORW-229B1D,England/NORW-229B1D/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58.66.11
NORW-228B0F,England/NORW-228B0F/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.177,,UK4941,del_trans_6287,UK4941_1.1.1.5.8
NORW-228307,England/NORW-228307/2021,,2021-01-18,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.328.1.3
NORW-227F7D,England/NORW-227F7D/2021,,2021-01-12,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.9.3.1.1.1.2.3
NORW-228000,England/NORW-228000/2021,,2021-01-21,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58.66.13
NORW-2245E7,England/NORW-2245E7/2021,,2021-02-12,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.6.1
NORW-229B86,England/NORW-229B86/2020,,2020-12-29,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.95
NORW-228B87,England/NORW-228B87/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.199.1
NORW-224611,England/NORW-224611/2021,,2021-02-12,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17.14.3.3.1
NORW-229096,England/NORW-229096/2021,,2021-01-20,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58.66.7
NORW-227FE6,England/NORW-227FE6/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58.1
NORW-2292CD,England/NORW-2292CD/2021,,2021-01-12,,UK,UK-ENG,Y,,,B.1.177,,UK4985,del_trans_8034,UK4985_1.19.9.3
NORW-228DFA,England/NORW-228DFA/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.177,,UK1219,del_trans_10953,UK1219_1.222.11.8.1
NORW-22911B,England/NORW-22911B/2021,,2021-01-22,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.104.4.1
NORW-22A253,England/NORW-22A253/2021,,2021-02-07,,UK,UK-ENG,Y,,,B.1.177,,UK4828,del_trans_11093,UK4828_1.18.2.1.1
NORW-22A9F4,England/NORW-22A9F4/2021,,2021-02-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.6.1
NORW-228871,England/NORW-228871/2021,,2021-01-12,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.104
NORW-22862C,England/NORW-22862C/2021,,2021-01-18,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.9.13.21.4.4
NORW-2296C1,England/NORW-2296C1/2021,,2021-01-20,,UK,UK-ENG,Y,,,B.1.177,,UK4985,del_trans_8034,UK4985_1.19.9.3
NORW-22756C,England/NORW-22756C/2021,,2021-02-06,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.25
NORW-22960D,England/NORW-22960D/2021,,2021-01-20,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.32.194
NORW-227F8C,England/NORW-227F8C/2021,,2021-01-22,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.199.1
NORW-22961C,England/NORW-22961C/2021,,2021-01-20,,UK,UK-ENG,Y,,,B.1.1.7,,UK1383,del_trans_22132,UK1383_1.1.1
NORW-228E15,England/NORW-228E15/2021,,2021-01-20,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58
NORW-229A01,England/NORW-229A01/2020,,2020-12-23,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.9.1
NORW-228CEE,England/NORW-228CEE/2021,,2021-01-20,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.199.1
NORW-229658,England/NORW-229658/2021,,2021-01-21,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.9.2.34
NORW-227247,England/NORW-227247/2021,,2021-02-07,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58.208.2
NORW-22AEAA,England/NORW-22AEAA/2021,,2021-02-07,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.6.1
NORW-227F31,England/NORW-227F31/2021,,2021-01-03,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.259
NORW-2291A2,England/NORW-2291A2/2021,,2021-01-18,,UK,UK-ENG,Y,,,B.1.177,,UK4985,del_trans_8034,UK4985_1.19.9.3
NORW-228352,England/NORW-228352/2021,,2021-01-02,,UK,UK-ENG,Y,,,B.1.177,,UK4985,del_trans_8034,UK4985_1.19.9
NORW-227FB9,England/NORW-227FB9/2021,,2021-01-20,,UK,UK-ENG,Y,,,B.1.258,,UK220,del_trans_1270,UK220_1.3.2.1
NORW-229AF2,England/NORW-229AF2/2020,,2020-12-30,,UK,UK-ENG,Y,,,B.1.177,,UK1219,del_trans_10953,UK1219_1.238
NORW-228B78,England/NORW-228B78/2021,,2021-01-03,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.32
NORW-22810D,England/NORW-22810D/2020,,2020-12-01,,UK,UK-ENG,Y,,,B.1.177,,UK1219,del_trans_10953,UK1219_1
NORW-228C57,England/NORW-228C57/2021,,2021-01-18,,UK,UK-ENG,Y,,,B.1.1.7,,UK736,del_trans_26121,UK736_1.4
NORW-228932,England/NORW-228932/2021,,2021-01-13,,UK,UK-ENG,Y,,,B.1.177,,UK4985,del_trans_8034,UK4985_1.6.62.6.1.1
NORW-228D09,England/NORW-228D09/2021,,2021-01-12,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.259
NORW-2288EA,England/NORW-2288EA/2021,,2021-01-18,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.9.3.1.35.5
NORW-228C2A,England/NORW-228C2A/2021,,2021-01-20,,UK,UK-ENG,Y,,,B.1.177,,UK4985,del_trans_8034,UK4985_1.6.62
NORW-2282A0,England/NORW-2282A0/2021,,2021-01-03,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.9.1.47.6
NORW-229263,England/NORW-229263/2021,,2021-01-18,,UK,UK-ENG,Y,,,B.1.1.170,,UK1769,del_trans_20532,UK1769_1.2.1
NORW-228088,England/NORW-228088/2021,,2021-01-03,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.119.1
NORW-227D28,England/NORW-227D28/2021,,2021-01-20,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.9.3.1
NORW-2297CE,England/NORW-2297CE/2021,,2021-01-20,,UK,UK-ENG,Y,,,B.1.177,,UK4985,del_trans_8034,UK4985_1.19.9.3
NORW-22963A,England/NORW-22963A/2020,,2020-12-30,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.104
NORW-229913,England/NORW-229913/2021,,2021-01-20,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.9.13.21.4.4
NORW-228F8B,England/NORW-228F8B/2021,,2021-01-20,,UK,UK-ENG,Y,,,B.1.177,,UK4985,del_trans_8034,UK4985_1.19.9.3.1
NORW-224602,England/NORW-224602/2021,,2021-02-12,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17.14.3.3.1
NORW-22A47B,England/NORW-22A47B/2021,,2021-02-06,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.10.1.2.2
NORW-2290E1,England/NORW-2290E1/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.177,,UK2314,del_trans_14312,UK2314_1
NORW-2295D3,England/NORW-2295D3/2021,,2021-01-12,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.9.1
NORW-2295E2,England/NORW-2295E2/2021,,2021-01-20,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.9.3.1.24.6
NORW-228AA8,England/NORW-228AA8/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.177,,UK4985,del_trans_8034,UK4985_1.6.62.6.1.1
NORW-228422,England/NORW-228422/2021,,2021-01-12,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.24.1
NORW-229B3B,England/NORW-229B3B/2021,,2021-01-03,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.9.3.1.1.1.1
NORW-22A00E,England/NORW-22A00E/2021,,2021-02-10,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17.14.3.3.1
NORW-229324,England/NORW-229324/2021,,2021-01-13,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58.66.3
NORW-2298E9,England/NORW-2298E9/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.177,,UK4985,del_trans_8034,UK4985_1.6.62
NORW-2245D8,England/NORW-2245D8/2021,,2021-02-12,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.9.2.15
NORW-224620,England/NORW-224620/2021,,2021-02-13,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.59
NORW-22A9D6,England/NORW-22A9D6/2021,,2021-02-06,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.32
NORW-22758A,England/NORW-22758A/2021,,2021-02-08,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.32
NORW-22A718,England/NORW-22A718/2021,,2021-02-08,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.18.4.1.2
NORW-228C48,England/NORW-228C48/2020,,2020-12-21,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58.66
NORW-229A89,England/NORW-229A89/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.285.1.11.1.5.3
NORW-2296D0,England/NORW-2296D0/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.177,,UK1219,del_trans_10953,UK1219_1.225.1.1.1
NORW-22A2DB,England/NORW-22A2DB/2021,,2021-02-10,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.9.4.7
NORW-229342,England/NORW-229342/2021,,2021-01-12,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58.66
NORW-2296EF,England/NORW-2296EF/2021,,2021-01-03,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.259
NORW-2295F1,England/NORW-2295F1/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.9.2.34
NORW-2281C1,England/NORW-2281C1/2020,,2020-12-30,,UK,UK-ENG,Y,,,B.1.177,,UK1219,del_trans_10953,UK1219_1.225.1
NORW-229218,England/NORW-229218/2021,,2021-01-20,,UK,UK-ENG,Y,,,B.1.177,,UK1219,del_trans_10953,UK1219_1.225
NORW-22A94F,England/NORW-22A94F/2021,,2021-02-10,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.9.6.1.8
NORW-227E25,England/NORW-227E25/2021,,2021-01-18,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58.66
NORW-22A1A1,England/NORW-22A1A1/2021,,2021-02-07,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.9.1.14.53.15.3.1.2
NORW-229E6F,England/NORW-229E6F/2021,,2021-02-10,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.9.4.7
NORW-228F21,England/NORW-228F21/2021,,2021-01-20,,UK,UK-ENG,Y,,,B.1.177,,UK4985,del_trans_8034,UK4985_1.6.62.6.1.1
NORW-228B1E,England/NORW-228B1E/2021,,2021-01-20,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.199.1
NORW-229227,England/NORW-229227/2021,,2021-01-21,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.191.4.5.1.1
NORW-22A851,England/NORW-22A851/2021,,2021-02-10,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.119.30.1
NORW-22AD61,England/NORW-22AD61/2021,,2021-02-10,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.6.1.4
NORW-2284D7,England/NORW-2284D7/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.7,,UK736,del_trans_26121,UK736_1.4
NORW-228F30,England/NORW-228F30/2021,,2021-01-20,,UK,UK-ENG,Y,,,B.1.177,,UK4985,del_trans_8034,UK4985_1.6.62
NORW-22A9E5,England/NORW-22A9E5/2021,,2021-02-07,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.9
NORW-22A815,England/NORW-22A815/2021,,2021-02-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.12.75.3.1
NORW-229922,England/NORW-229922/2021,,2021-01-20,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.48.13.1
NORW-228370,England/NORW-228370/2021,,2021-01-19,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58.177.1
NORW-228F6D,England/NORW-228F6D/2021,,2021-01-13,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.25.1
NORW-229676,England/NORW-229676/2020,,2020-12-30,,UK,UK-ENG,Y,,,B.1.1.170,,UK1769,del_trans_20532,UK1769_1.2.1
NORW-2286C2,England/NORW-2286C2/2021,,2021-01-22,,UK,UK-ENG,Y,,,B.1.1.7,,UK2279,del_trans_27014,UK2279_1
NORW-2291EE,England/NORW-2291EE/2021,,2021-01-18,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.328
NORW-228F03,England/NORW-228F03/2021,,2021-01-12,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.9.3.1.10
NORW-229694,England/NORW-229694/2021,,2021-01-03,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.259
NORW-2275D5,England/NORW-2275D5/2021,,2021-02-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.1.3
NORW-22803D,England/NORW-22803D/2021,,2021-01-21,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58.66
NORW-227F9B,England/NORW-227F9B/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.285.1.11.1.5.3
NORW-2290B4,England/NORW-2290B4/2021,,2021-01-18,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.9.3.1.1.36
NORW-228589,England/NORW-228589/2021,,2021-01-08,,UK,UK-ENG,Y,,,B.1.177,,UK4985,del_trans_8034,UK4985_1.6.62.6.1.1
NORW-228D36,England/NORW-228D36/2020,,2020-12-30,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58.66.1
NORW-229B0E,England/NORW-229B0E/2020,,2020-12-30,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58.16
NORW-2299D7,England/NORW-2299D7/2021,,2021-01-20,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.25.1
NORW-2299AA,England/NORW-2299AA/2021,,2021-01-20,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.328.1.3
NORW-22A4F3,England/NORW-22A4F3/2021,,2021-02-10,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.119.30.1
NORW-2298DA,England/NORW-2298DA/2020,,2020-12-01,,UK,UK-ENG,Y,,,B.1.177,,UK1219,del_trans_10953,UK1219_1
NORW-227D73,England/NORW-227D73/2021,,2021-01-20,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.104.4.1
--
EXET-1449F5,England/EXET-1449F5/2020,,2020-12-23,,UK,UK-ENG,Y,,,B.1.177,,UK4828,del_trans_11093,UK4828_1.161.8.1
NORW-2275A8,England/NORW-2275A8/2021,,2021-02-03,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.1
NORW-2273DB,England/NORW-2273DB/2021,,2021-02-03,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.12.75.3.1
NORW-22ABC1,England/NORW-22ABC1/2021,,2021-02-03,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13
NORW-227827,England/NORW-227827/2021,,2021-02-03,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.10.1.2
NORW-22AA1F,England/NORW-22AA1F/2021,,2021-02-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17.14.3.2
NORW-22772A,England/NORW-22772A/2021,,2021-02-03,,UK,UK-ENG,N,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.130.30.1
NORW-22A059,England/NORW-22A059/2021,,2021-02-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17.14.2
NORW-226F9C,England/NORW-226F9C/2021,,2021-02-02,,UK,UK-ENG,N,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.9.3.1.1.13
NORW-228808,England/NORW-228808/2021,,2021-01-09,,UK,UK-ENG,Y,,,B.1.177.6,,UK534,del_trans_6263,
NORW-22797F,England/NORW-22797F/2021,,2021-02-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.6.1.8
NORW-229C38,England/NORW-229C38/2021,,2021-02-03,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.18.4.1.7.1
NORW-227423,England/NORW-227423/2021,,2021-02-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.29
NORW-227C94,England/NORW-227C94/2021,,2021-02-02,,UK,UK-ENG,Y,,,B.1.177,,UK1219,del_trans_10953,UK1219_1
NORW-228774,England/NORW-228774/2021,,2021-01-22,,UK,UK-ENG,Y,,,B.1,,UK5777,del_trans_15290,UK5777_1
NORW-227371,England/NORW-227371/2021,,2021-02-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1085,del_trans_28316,UK1085_1.3
NORW-227BC4,England/NORW-227BC4/2021,,2021-02-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58.208.2
NORW-227353,England/NORW-227353/2021,,2021-02-01,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17.14.3.1.1
NORW-22A262,England/NORW-22A262/2021,,2021-02-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1446,del_trans_21152,UK1446_1.1
NORW-22707A,England/NORW-22707A/2021,,2021-02-01,,UK,UK-ENG,N,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.32.99
NORW-22A60C,England/NORW-22A60C/2021,,2021-02-03,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.10.1.2.2
NORW-2272CF,England/NORW-2272CF/2021,,2021-02-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265
NORW-227F5F,England/NORW-227F5F/2021,,2021-01-20,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.9.3.1.35.5
NORW-22A183,England/NORW-22A183/2021,,2021-01-31,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.10.1.1.2
NORW-227A8B,England/NORW-227A8B/2021,,2021-02-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.10.1.2
NORW-22AB2B,England/NORW-22AB2B/2021,,2021-02-03,,UK,UK-ENG,N,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.9.3.1.1.1.1.1
NORW-2270E3,England/NORW-2270E3/2021,,2021-02-02,,UK,UK-ENG,Y,,,B.1.177,,UK4828,del_trans_11093,UK4828_1.18.2.1.1
NORW-228A3F,England/NORW-228A3F/2021,,2021-01-21,,UK,UK-ENG,Y,,,B.1.1.7,,UK1446,del_trans_21152,UK1446_1
NORW-227924,England/NORW-227924/2021,,2021-02-02,,UK,UK-ENG,N,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.32
NORW-22748D,England/NORW-22748D/2021,,2021-02-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265
NORW-22A98B,England/NORW-22A98B/2021,,2021-02-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17.14.3.1.1
NORW-226F50,England/NORW-226F50/2021,,2021-02-01,,UK,UK-ENG,N,,,B.1.1.7,,UK1364,del_trans_22142,UK1364_1.12
NORW-2285B6,England/NORW-2285B6/2021,,2021-01-10,,UK,UK-ENG,Y,,,B.1.177.6,,UK533,del_trans_6262,
NORW-227881,England/NORW-227881/2021,,2021-02-03,,UK,UK-ENG,Y,,,B.1.1.7,,UK1085,del_trans_28316,UK1085_1
NORW-2271B3,England/NORW-2271B3/2021,,2021-02-01,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.6.1.8
NORW-22798E,England/NORW-22798E/2021,,2021-02-03,,UK,UK-ENG,N,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.9.1.14.53.15.3.1.2
NORW-22A0C2,England/NORW-22A0C2/2021,,2021-02-01,,UK,UK-ENG,Y,,,B.1.177,,UK1219,del_trans_10953,UK1219_1
NORW-2279AC,England/NORW-2279AC/2021,,2021-02-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17.3
NORW-22A0E0,England/NORW-22A0E0/2021,,2021-02-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.10.1.2
NORW-227098,England/NORW-227098/2021,,2021-02-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13
NORW-227A21,England/NORW-227A21/2021,,2021-02-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17.3
NORW-226E80,England/NORW-226E80/2021,,2021-02-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.10.1.2
NORW-22ADE9,England/NORW-22ADE9/2021,,2021-02-03,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.18
NORW-22A99A,England/NORW-22A99A/2021,,2021-02-03,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.1.3
NORW-22714A,England/NORW-22714A/2021,,2021-02-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.182
NORW-22A824,England/NORW-22A824/2021,,2021-02-01,,UK,UK-ENG,Y,,,B.1.177,,UK1219,del_trans_10953,UK1219_1
NORW-22801F,England/NORW-22801F/2021,,2021-01-21,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.13
NORW-229A2F,England/NORW-229A2F/2021,,2021-01-09,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.9.12
NORW-226E71,England/NORW-226E71/2021,,2021-02-01,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.6.1.5
NORW-22746F,England/NORW-22746F/2021,,2021-02-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.10.1.2.1
NORW-229BE0,England/NORW-229BE0/2021,,2021-02-01,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1
NORW-2278FA,England/NORW-2278FA/2021,,2021-02-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.6.1.8
NORW-22A1ED,England/NORW-22A1ED/2021,,2021-02-03,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.6.1.8
--
LIVE-DF5739,England/LIVE-DF5739/2021,,2021-01-31,,UK,UK-ENG,Y,,,B.1.1.7,,UK2267,del_trans_25946,UK2267_1.59.2.1.11.1
NORW-22AE22,England/NORW-22AE22/2021,,2021-01-27,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.9.8.9.6.14
